chr7	559632	
chr7	5523044	
chr7	55039782	
chr7	55040185	
chr7	55046260	
chr7	55046431	
chr7	55046507	
chr7	55046534	
chr7	55046553	
chr7	55046563	
chr7	55058099	
chr7	55083210	
chr7	55083210	
chr7	55083211	
chr7	55083214	
chr7	55083214	
chr7	55083214	
chr7	55083216	
chr7	55083217	
chr7	55083217	
chr7	55083217	
chr7	55083218	
chr7	55083220	
chr7	55083222	
chr7	55083222	
chr7	55083222	
chr7	55083222	
chr7	55083222	
chr7	55083222	
chr7	55083224	
chr7	55083226	
chr7	55083227	
chr7	55083228	
chr7	55083229	
chr7	55083229	
chr7	55083229	
chr7	55083229	
chr7	55083229	
chr7	55083229	
chr7	55083232	
chr7	55083232	
chr7	55083233	
chr7	55083235	
chr7	55083235	
chr7	55083235	
chr7	55083237	
chr7	55083237	
chr7	55083237	
chr7	55083237	
chr7	55083238	
chr7	55083239	
chr7	55083240	
chr7	55083240	
chr7	55083242	
chr7	55083242	
chr7	55083242	
chr7	55083243	
chr7	55083243	
chr7	55083243	
chr7	55083243	
chr7	55083243	
chr7	55083243	
chr7	55083243	
chr7	55083243	
chr7	55083244	
chr7	55083244	
chr7	55083244	
chr7	55083244	
chr7	55083244	
chr7	55083244	
chr7	55083244	
chr7	55083246	
chr7	55083246	
chr7	55083247	
chr7	55083247	
chr7	55083248	
chr7	55083248	
chr7	55083250	
chr7	55083250	
chr7	55083251	
chr7	55083251	
chr7	55083253	
chr7	55083253	
chr7	55083253	
chr7	55083254	
chr7	55083254	
chr7	55083254	
chr7	55083255	
chr7	55083256	
chr7	55083256	
chr7	55083256	
chr7	55083256	
chr7	55083256	
chr7	55083257	
chr7	55083257	
chr7	55083260	
chr7	55083260	
chr7	55083260	
chr7	55083260	
chr7	55083260	
chr7	55083260	
chr7	55083260	
chr7	55083262	
chr7	55083262	
chr7	55083262	
chr7	55083262	
chr7	55083262	
chr7	55083262	
chr7	55083262	
chr7	55083263	
chr7	55083263	
chr7	55083263	
chr7	55083263	
chr7	55083263	
chr7	55083264	
chr7	55083266	
chr7	55083266	
chr7	55083266	
chr7	55083267	
chr7	55083270	
chr7	55083270	
chr7	55083270	
chr7	55083270	
chr7	55083271	
chr7	55083271	
chr7	55083271	
chr7	55083272	
chr7	55083272	
chr7	55083272	
chr7	55083273	
chr7	55083273	
chr7	55083273	
chr7	55083273	
chr7	55083274	
chr7	55083274	
chr7	55083275	
chr7	55083275	
chr7	55083275	
chr7	55083275	
chr7	55083275	
chr7	55083277	
chr7	55083277	
chr7	55083277	
chr7	55083278	
chr7	55083278	
chr7	55083278	
chr7	55087094	
chr7	55090200	
chr7	55090228	
chr7	55090307	
chr7	55090473	
chr7	55136357	
chr7	55136409	
chr7	55136416	
chr7	55136416	
chr7	55136416	
chr7	55136416	
chr7	55136420	
chr7	55136424	
chr7	55136427	
chr7	55136429	
chr7	55136429	
chr7	55136429	
chr7	55136429	
chr7	55136434	
chr7	55136434	
chr7	55136452	
chr7	55136458	
chr7	55208222	
chr7	55209728	
chr7	55209733	
chr7	55209755	
chr7	55209865	
chr7	55209916	
chr7	55209921	
chr7	55209944	
chr7	55209963	
chr7	55209985	
chr7	55210013	
chr7	55211005	
chr7	55211031	
chr7	55211104	
chr7	55211150	
chr7	55211169	
chr7	55214341	
chr7	55214426	
chr7	55214426	
chr7	55214428	
chr7	55214437	
chr7	55214457	
chr7	55218726	
chr7	55218829	
chr7	55218918	
chr7	55218932	
chr7	55218968	
chr7	55219007	
chr7	55219052	
chr7	55219065	
chr7	55219094	
chr7	55219153	
chr7	55220119	
chr7	55220295	
chr7	55220324	
chr7	55220390	
chr7	55221415	
chr7	55221527	
chr7	55221620	
chr7	55221680	
chr7	55221697	
chr7	55221698	
chr7	55221748	
chr7	55221758	
chr7	55221762	
chr7	55221798	
chr7	55221836	
chr7	55221845	
chr7	55223326	
chr7	55223469	
chr7	55223525	
chr7	55223549	
chr7	55223566	
chr7	55223584	
chr7	55223602	
chr7	55223676	
chr7	55224076	
chr7	55224230	
chr7	55224232	
chr7	55224235	
chr7	55224239	
chr7	55224259	
chr7	55224304	
chr7	55224331	
chr7	55224380	
chr7	55224470	
chr7	55225288	
chr7	55225346	
chr7	55225371	
chr7	55225395	
chr7	55225416	
chr7	55225430	
chr7	55225470	
chr7	55225473	
chr7	55225513	
chr7	55225648	
chr7	55227836	
chr7	55227844	
chr7	55227865	
chr7	55227983	
chr7	55229197	
chr7	55229203	
chr7	55229207	
chr7	55229225	
chr7	55229288	
chr7	55229335	
chr7	55229366	
chr7	55229419	
chr7	55231304	
chr7	55231419	
chr7	55231444	
chr7	55231492	
chr7	55231636	
chr7	55231706	
chr7	55232192	
chr7	55232275	
chr7	55232350	
chr7	55232428	
chr7	55232934	
chr7	55232964	
chr7	55233162	
chr7	55233314	
chr7	55234638	
chr7	55236030	
chr7	55236174	
chr7	55236177	
chr7	55236191	
chr7	55237837	
chr7	55237893	
chr7	55237933	
chr7	55237933	
chr7	55237947	
chr7	55237969	
chr7	55238029	
chr7	55238123	
chr7	55238129	
chr7	55238161	
chr7	55238212	
chr7	55238264	
chr7	55238280	
chr7	55238293	
chr7	55238885	
chr7	55240480	
